frame,nose_x,nose_y,left_eye_x,left_eye_y,right_eye_x,right_eye_y,left_ear_x,left_ear_y,right_ear_x,right_ear_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_ankle_x,left_ankle_y,right_ankle_x,right_ankle_y
270,513.53455,170.64346,514.7031,165.58357,507.94592,166.07755,513.46893,167.35568,490.30157,168.52354,522.95844,193.13315,466.81094,200.12386,542.6262,224.29607,465.20953,245.32628,534.68256,259.1706,487.99347,271.48535,514.9236,267.64923,475.6363,270.6186,534.2646,323.3872,467.75363,322.8192,548.58264,391.0904,451.61972,390.13406
271,516.57697,168.80974,517.0599,163.78104,510.9714,164.17087,514.387,166.09479,492.283,167.10805,523.937,192.52797,466.9932,199.43411,544.43176,222.37439,460.7489,243.79015,535.4295,256.35052,485.11737,264.7841,515.6183,266.5055,475.8451,269.392,534.39075,322.66196,467.74915,321.48456,548.5248,390.84378,450.96204,390.11224
272,517.5816,169.0049,518.72833,163.77055,511.33423,164.13312,517.1312,166.41383,492.3244,167.28035,525.34094,192.70306,467.73355,199.01543,545.79565,222.77757,460.50388,242.07582,534.4732,257.04257,486.00763,262.47668,515.8713,266.38525,475.7907,269.2284,535.37506,323.3161,467.5807,323.47562,548.89825,391.85547,451.27673,391.50583
273,518.3054,168.94044,519.1142,163.89473,512.48755,164.0947,516.7191,166.26108,493.80923,166.76599,524.6143,191.81761,468.10822,197.42613,545.3112,222.97565,455.70767,242.25186,534.9418,258.68457,482.11115,260.61948,514.9809,264.40765,475.39673,267.0812,535.28406,321.6304,467.8646,321.7375,548.50854,392.21057,451.2692,391.0066
274,518.6432,169.04288,519.6232,163.84016,512.86646,163.92111,517.1406,166.0103,494.06293,166.09094,524.96423,192.00827,467.31628,196.93526,547.06616,224.50041,451.27353,239.85016,534.0518,259.89124,469.785,256.8508,515.8461,265.4476,475.96115,267.74292,535.955,321.59293,469.35233,321.23346,549.1726,392.93793,451.8875,391.30478
275,519.4431,168.82574,520.5389,163.75743,513.9995,163.67923,518.0937,165.85863,496.11188,165.55936,526.0613,191.46104,468.40543,196.05945,548.2571,224.60696,448.61176,237.65929,533.8158,260.5283,469.28647,255.30907,516.24133,264.81796,476.44608,267.1701,537.04846,320.75018,469.73148,321.5586,549.73126,392.26324,451.78955,391.2822
276,521.0688,170.47905,523.0394,165.07457,514.9234,164.83145,521.8509,167.33807,496.20056,166.6111,528.4323,192.32195,469.0538,196.7766,549.5613,226.01595,448.03735,238.38971,533.40967,260.69763,469.54327,257.45004,515.14526,263.12943,474.4895,265.20132,536.28845,315.737,468.2905,316.49963,549.2834,391.7342,451.22998,390.37106
277,520.6324,170.80357,522.4772,165.38353,514.4571,165.45589,521.47705,167.41225,496.33032,167.5174,528.5152,191.66417,469.1586,196.65018,550.0124,225.33102,446.82684,237.14595,534.78436,259.21283,470.1376,256.962,514.27356,262.18362,473.19574,264.685,536.10486,316.09198,463.83197,318.62762,549.3468,391.75284,449.39954,390.90332
278,522.1012,173.09273,523.37134,167.49706,515.57526,167.905,521.7489,169.76773,496.28622,170.55864,528.5937,193.75278,467.6598,198.75856,550.8414,225.24002,440.46085,235.7147,535.3542,255.37622,465.93274,255.8957,513.3906,265.42316,471.35718,267.52966,535.7675,319.3493,459.814,318.9667,549.2396,392.62152,443.24323,389.64084
279,516.0822,176.50598,518.3593,171.69395,510.86896,171.34854,518.8598,173.59729,494.9466,172.91508,526.9291,195.92023,466.66,198.93576,549.2173,226.91682,439.46902,234.5519,537.44635,253.20033,465.4816,254.89664,510.18332,264.0947,468.6869,265.62576,532.9535,318.26675,454.85187,317.8614,551.304,392.1989,431.64807,388.90662
280,519.0686,179.01581,520.29425,174.19977,514.24194,173.29228,517.1087,176.17093,495.4507,173.77255,523.1525,198.12099,463.89307,199.52924,546.3747,227.53992,433.822,232.61563,532.68823,251.87805,462.29053,254.51863,508.05945,266.19516,466.58633,266.9534,531.4785,319.60712,448.52756,316.78824,551.321,393.06104,418.7261,382.6081
281,509.5771,178.86935,511.21417,174.15685,505.38937,173.34647,509.60965,175.414,489.3124,173.16582,519.1036,198.1424,457.12256,198.38219,542.711,230.64694,417.0225,223.24135,523.33997,261.54312,457.28864,248.96674,504.05365,268.3034,461.06,269.15894,529.262,319.3862,440.25873,317.63293,550.17114,392.22156,403.03494,386.97528
282,509.08374,182.23903,509.79706,177.6743,504.98163,176.36818,505.13727,179.10228,484.82022,175.42502,513.15704,202.02325,452.02844,196.42645,535.5448,236.26765,426.04443,218.30002,514.0703,260.8588,452.34348,243.60449,499.01276,269.23773,455.5,268.6412,524.2838,316.63495,431.85822,318.7604,550.13135,391.56476,389.78036,389.25452
283,494.69492,185.81775,496.98572,181.1997,490.05472,180.4776,497.74155,182.40578,474.43393,180.29384,508.95566,204.34804,448.13647,196.43576,525.8712,242.28175,428.48114,218.90504,501.5389,264.2955,447.837,240.93198,496.47086,269.2564,452.7842,266.37204,524.00037,317.67938,429.80576,310.73624,550.36615,390.3037,383.92154,387.50125
284,495.5299,186.86441,495.9263,182.35898,490.24854,181.75282,492.0325,184.6511,470.91922,183.18513,500.4597,207.98161,443.60693,198.03604,508.26385,248.49487,421.37457,205.86899,483.7781,260.94724,427.30692,221.3103,490.6681,270.74817,447.30814,270.66904,518.41943,312.25363,417.14816,322.11044,550.1021,386.37402,372.43622,393.17477
285,462.8555,191.55019,470.1683,187.46475,460.6498,185.07811,482.69666,191.41174,455.58853,184.9339,490.58896,217.15666,438.77667,199.0609,476.35846,261.883,415.96152,181.34009,452.39676,269.7956,411.6255,151.08435,482.72235,273.12366,441.2578,271.0897,520.3171,317.55887,414.17722,320.36218,549.21106,387.5702,372.3399,391.562
286,481.7815,199.6275,484.35507,194.1263,476.43768,193.10934,482.13498,193.87712,456.16846,190.86586,479.65088,211.85597,428.3631,208.4195,445.20966,242.0645,408.5984,236.11798,407.81952,238.68385,407.74698,234.04564,474.57425,271.8671,431.97772,274.20285,515.55914,318.459,407.33524,330.53293,545.18713,386.33444,368.36462,395.68634
287,480.06857,199.54015,480.4476,193.89415,474.36765,194.12769,475.29922,193.56456,453.71182,193.97516,470.84045,209.1489,426.34344,210.78078,437.4824,241.84222,400.34232,242.12521,410.90994,249.56496,400.18243,241.6259,465.23303,270.12167,425.4213,274.85205,504.85843,315.10138,404.58627,333.07608,538.643,388.57803,367.09653,396.94952
288,471.3967,198.96024,472.36472,193.43759,465.17618,193.33319,468.27954,193.98952,443.44107,193.56316,463.3025,209.81586,412.6576,211.80722,422.8836,232.22708,384.81656,243.81421,391.16092,221.55719,388.02097,223.90164,464.6982,274.78818,421.17587,279.9651,505.2614,321.0064,401.34985,336.11118,539.4199,389.01492,367.5355,398.89694
289,456.6041,191.72675,458.2723,186.97598,452.55658,185.97035,455.45505,185.99081,435.24084,183.29286,456.27747,198.84267,405.98477,196.24017,421.52716,227.81784,391.4499,221.35226,394.2767,238.19626,390.12787,235.56024,463.6741,275.72705,418.84137,278.64984,501.59314,325.5003,400.7532,334.0045,541.32874,390.97208,366.727,399.2777
290,420.9465,175.09044,427.29205,171.94124,422.34708,169.31665,442.9492,176.82668,424.74265,170.01376,461.94708,198.43457,403.23364,191.7364,471.06497,237.77394,368.16373,207.08075,426.13614,249.42842,344.3161,186.55167,464.39908,269.88873,421.4806,270.50702,497.59842,323.94403,405.51807,328.1892,537.1862,388.35077,369.32312,398.31677
291,436.16183,175.72255,440.46713,170.84013,431.76434,169.92348,444.72836,167.63126,417.98175,165.56511,456.42154,177.2553,392.78156,188.046,493.0796,191.50682,380.4616,235.29074,463.61746,221.83282,407.26627,241.24817,457.7801,262.3794,415.27118,269.44785,493.09763,314.7142,412.8227,329.35593,532.90985,385.43695,369.29626,397.7841
292,429.70493,161.9427,432.263,157.65578,426.4031,156.30424,434.63992,157.50157,413.497,154.52322,444.53433,178.13033,393.24115,183.54175,451.29742,231.58995,395.65344,244.87184,444.17972,253.9238,439.68878,241.21066,452.61115,256.74316,414.27408,263.33035,495.4791,314.60812,409.17844,335.1891,520.7428,390.91006,369.0359,399.98257
293,786.111,139.32167,790.06165,135.73709,782.32263,135.45468,795.62573,137.23778,775.79956,136.60251,801.1279,158.9144,768.8496,161.06473,805.2716,185.81227,764.0658,190.96017,805.05066,205.19072,770.47894,219.03268,799.79736,219.38524,778.10345,221.11954,798.5296,264.15656,778.0267,267.27313,813.3167,302.62344,779.0475,308.52667
294,786.1087,139.15063,790.1197,135.57475,782.31476,135.25665,795.738,137.16298,775.77527,136.44127,801.0667,158.99269,768.791,161.05493,805.2024,185.8016,764.0107,190.9637,805.03284,205.14342,770.5363,219.16066,799.6969,219.5225,777.98285,221.23482,798.399,264.4558,777.8455,267.52356,813.3658,302.72714,778.6888,309.27814
295,786.2472,139.43625,790.2846,135.81166,782.4599,135.4856,795.92487,137.29333,775.9119,136.55728,801.2745,159.1472,768.71454,161.42978,805.7629,185.81024,764.2126,191.3932,805.20233,205.15201,770.80524,219.43687,799.92474,219.95595,778.05945,221.6719,798.7363,265.52148,778.13806,268.0757,813.3323,303.88165,779.12476,309.40042
296,786.0841,139.53148,790.0563,135.9047,782.2882,135.63156,795.64215,137.13301,775.69965,136.5255,801.06635,158.64641,768.3397,161.20935,805.46936,185.27058,763.6911,191.85027,804.66705,205.03603,770.5309,219.98415,799.2586,219.96149,777.305,221.83772,798.3787,265.1853,777.6594,268.4859,812.5326,303.93356,778.3139,310.2341
297,785.378,140.17877,789.4287,136.51025,781.5438,136.21147,795.0908,137.70647,774.86255,137.04637,800.7928,159.31657,767.7634,161.73087,805.37994,185.71857,763.43976,191.46237,804.5867,205.78087,769.9578,219.5839,799.08044,220.49275,776.7434,222.29767,799.04987,265.8155,776.6155,269.04178,813.52325,304.73962,776.6095,311.4237
298,784.9888,140.31743,788.82837,136.54826,781.0801,136.53842,794.6005,137.49196,774.6939,137.55246,800.3797,158.75934,769.9977,160.87183,805.2219,184.55461,764.0394,189.017,804.8185,205.37364,769.9368,217.99617,798.3829,220.27643,777.32794,221.7145,798.0865,265.167,776.5325,267.93127,813.00146,303.6619,777.32355,309.15363
299,784.8377,140.62021,788.83276,136.86784,780.87634,136.79315,794.76886,137.73586,774.2565,137.62169,800.92535,159.18097,768.00165,161.45856,805.71875,185.0155,763.6028,190.64207,804.7961,205.92241,769.8614,218.18164,798.5754,220.48735,776.5289,222.15411,797.407,264.76764,776.55884,268.11887,812.3629,302.873,777.57007,309.55142
300,785.5555,141.24152,789.60614,137.4913,781.7071,137.2917,795.436,137.97958,775.0869,137.53137,801.11304,158.84807,768.0659,161.43814,806.0751,184.90916,763.8266,191.75063,804.8595,205.44595,770.6573,219.60222,799.1044,221.04274,777.2743,222.75932,796.9643,266.42307,778.3098,269.04663,811.7702,305.33054,779.3883,311.10144
301,409.70374,123.45919,411.9678,117.98409,402.45493,118.40033,410.29123,121.94281,388.3941,122.92954,400.01285,154.66827,397.18127,159.16731,433.4373,159.7698,440.41898,169.70201,445.89142,130.93422,452.2893,134.27191,416.53802,246.0372,403.4397,248.4562,438.85226,312.95532,400.91788,315.41077,418.9303,376.92828,372.38846,391.84753
302,407.1309,125.42531,410.43347,119.76588,400.52112,120.49698,411.12906,122.46216,389.71442,124.010895,399.8,154.47458,398.19922,158.21715,434.70523,162.59789,440.1461,170.69594,447.54492,133.6254,452.0378,136.32176,413.2736,243.75342,401.76816,246.18788,433.93347,309.74536,401.2093,313.76947,418.42792,376.66953,373.63144,390.7906
303,786.3814,141.26115,790.51306,137.61739,782.7757,137.27274,796.80035,138.21977,776.869,137.42188,802.147,159.17337,769.3698,160.84323,806.62256,185.48051,764.0585,191.1221,805.4876,205.56711,771.1673,219.81813,800.09326,220.95943,778.779,222.20995,797.28674,267.38116,781.03735,268.3085,810.6356,307.62094,782.8041,310.04263
304,786.0572,141.70007,790.07446,137.9431,782.21344,137.73413,795.88245,138.30742,775.6118,137.78261,801.30286,159.27469,768.51154,161.04347,805.8556,185.81665,763.42865,191.00499,804.7802,206.30426,770.4401,219.06984,799.1642,221.16818,777.9223,222.46466,796.20764,267.10632,780.1696,268.59747,809.65454,306.407,782.0635,309.9614
305,408.03455,116.04432,407.5926,111.293976,401.236,112.40205,401.18613,116.90373,387.7411,120.243,389.8326,149.06985,393.02426,153.41261,420.2563,157.956,432.88492,171.55586,438.94165,134.67976,446.17456,138.92,399.8684,241.77573,390.79678,243.65031,432.95795,307.3914,403.53738,308.32312,413.53226,380.59387,361.15167,374.56528
306,780.5837,142.96558,784.4204,138.9236,776.82965,139.18301,791.31976,138.3881,771.63226,139.17484,798.0241,159.61339,765.6914,162.29068,801.49445,187.14522,759.959,192.46191,801.688,209.03703,766.6101,220.56616,795.59326,221.34161,773.8971,223.07492,794.2083,267.17017,773.66974,269.87628,809.66486,305.57077,772.055,312.90256
307,395.8223,126.58421,396.588,120.6042,392.27603,121.88317,390.52264,119.406136,386.8427,122.582306,377.15683,145.12083,396.00482,150.38649,403.76913,160.31241,426.22278,174.04204,430.6533,142.74788,439.90466,147.74416,388.4243,236.47652,389.19812,238.72319,425.69482,304.54437,393.24066,308.10196,412.96753,381.38333,350.05457,365.17975
308,783.8773,142.08568,787.23566,138.02104,780.1446,138.34265,792.37775,137.52437,773.8145,138.26706,798.4816,158.93126,766.1415,161.46834,801.45984,186.83534,760.562,191.805,801.9068,209.14941,766.50806,220.71768,795.5672,220.45422,773.57776,222.14825,794.6766,266.19623,772.95605,269.02948,809.2244,304.8867,771.2777,311.75293
309,785.1933,141.12343,788.6026,137.1251,781.25824,137.3311,793.1525,137.19809,774.0386,137.57465,798.35406,158.8124,766.084,160.98082,801.4014,186.94658,760.52704,191.61598,801.8611,209.71486,766.71844,220.98778,795.488,220.20686,773.7558,221.80627,794.25165,266.03494,773.5557,268.82138,808.5193,304.53043,772.107,311.31873
310,787.59863,140.94904,790.6449,136.99623,783.46106,137.30681,793.98346,137.35443,775.02576,137.8361,798.4343,158.4047,766.7317,160.29306,801.08746,186.37439,760.97986,190.70644,801.9641,208.77419,766.91266,220.11214,795.7353,219.82484,774.27,221.25613,794.6704,265.30988,774.16394,267.82578,808.6382,304.63855,773.22577,310.23297
311,791.9103,141.05983,794.3474,136.93355,787.50775,137.44904,795.901,137.13298,776.86786,137.79768,798.3445,158.02328,767.38684,159.35042,800.2546,186.18738,760.77484,189.5815,802.20667,208.45575,767.03033,218.91243,795.6602,219.71643,774.60736,221.00165,795.91705,265.09525,775.1261,267.56253,808.2735,304.6422,773.46704,309.36694
312,396.529,135.24754,398.5432,130.28424,390.646,130.88803,398.646,132.40233,377.7527,133.942,394.24527,161.15857,371.18365,164.6345,396.60803,197.44298,365.84705,209.65646,414.53006,195.35107,369.2204,240.72908,401.7344,245.93153,379.2502,248.65756,429.43314,303.26358,378.45718,313.4336,414.4173,377.64255,340.4583,364.0183
313,397.08954,133.73253,398.74442,128.87141,391.0528,129.80006,399.03006,132.25504,378.9291,134.82068,395.6439,161.85269,369.90515,167.75276,395.8782,199.84424,368.02423,216.5763,412.5171,204.28212,373.63232,252.0004,399.06503,248.55704,374.22382,252.45593,433.64218,302.3777,377.96204,314.2424,418.3116,375.8653,340.92853,365.11853
314,397.56546,139.82652,398.98602,134.8965,392.1509,135.67818,398.22864,135.89523,378.74603,137.8888,395.49524,162.37657,366.91678,167.55457,396.78848,196.85378,359.30988,210.54579,413.01294,204.39787,362.4702,245.29918,399.05008,246.63284,373.63135,250.35652,433.10327,300.9017,377.45053,312.1067,418.92487,372.0147,342.0724,363.1694
315,394.37036,144.93875,398.27963,139.45702,388.9777,139.53479,400.78912,137.69579,377.19843,137.6274,394.4826,161.44806,369.015,165.60464,393.08344,199.36548,356.27826,208.48854,413.20798,206.6396,361.96854,244.3842,398.10452,245.77061,373.42505,249.94614,436.5666,297.6317,379.74274,313.5405,422.33588,370.96722,341.2838,364.2699
316,397.6992,139.82321,400.29535,133.81071,391.7068,134.51631,400.5559,132.0336,377.25018,133.55125,395.36334,158.77206,368.79245,163.24432,392.21295,198.77689,356.5206,206.82062,415.4188,203.78671,364.00565,240.70056,399.7021,243.73753,374.1515,248.04659,436.7206,295.12054,379.04117,311.288,425.55927,369.1049,341.79608,362.2487
317,396.11517,126.05911,399.44174,120.67403,389.59067,121.68761,403.27893,123.712006,379.0985,126.184525,399.221,154.76895,372.5756,159.70032,394.45682,195.14398,360.06754,203.51277,416.4929,201.77457,366.9279,234.91565,402.30936,241.3498,375.51334,245.23083,439.101,292.54813,376.32642,306.44388,431.28983,368.03018,342.07983,364.19745
318,402.14957,128.49103,404.38678,124.132385,397.3756,124.140945,404.95197,125.92393,386.3687,125.8721,402.21744,150.17204,376.2764,155.3067,398.93045,193.04578,380.5404,200.44829,423.64502,199.4787,412.85828,209.30438,405.93576,237.25711,379.8516,241.61467,436.81747,292.26276,375.9966,308.144,435.0031,367.50037,341.60184,365.66275
319,405.85666,118.990616,407.53265,113.97128,399.95285,115.04582,407.70834,116.52395,388.1033,119.28336,404.60574,142.26334,382.5902,152.35101,400.72177,185.04912,397.1478,198.50813,425.47113,197.82443,432.76245,204.52423,408.28372,233.8429,382.93127,239.20216,438.0903,293.24167,375.66998,307.8095,436.2776,369.8773,341.44513,365.7914
320,409.90533,118.4708,411.18936,113.87814,404.6671,114.543686,410.88083,116.22298,393.0322,117.87396,409.58243,142.38046,384.93265,148.25229,406.81894,185.91705,395.22003,194.68602,428.34445,197.17531,428.17776,203.48543,412.11093,232.9239,386.31543,236.82593,439.12527,293.60202,376.06662,306.53195,435.54575,370.33487,342.932,366.4819
321,408.50403,120.75607,411.06183,116.35192,403.97568,116.51259,413.1136,118.63015,394.5237,118.86739,412.11285,143.70067,386.0149,148.71739,412.1061,185.62448,394.70047,192.88177,432.57886,198.08206,429.16748,201.72926,414.77884,234.32608,389.09546,237.95457,439.4155,295.5045,378.39508,308.0245,434.8768,370.99762,342.12762,365.1145
322,415.35464,118.551125,417.232,114.03297,410.70306,114.25871,417.28387,117.11603,400.73114,117.699265,415.55438,144.16998,391.27502,149.1368,419.5427,186.01173,405.10898,191.65666,447.49,204.00497,443.01764,207.53691,419.41547,234.89268,394.4466,238.34883,439.47653,297.66763,383.51175,307.30463,433.78366,372.88077,342.99652,362.9171
323,421.04324,119.9416,423.51282,115.50078,416.21957,115.514435,424.44226,118.34149,405.97565,118.2894,421.06662,145.03035,397.57074,148.86436,426.567,184.65984,405.82413,190.34311,452.6115,205.9848,442.8705,209.40657,426.53818,232.56065,403.27597,235.15413,441.5091,297.8,394.28876,304.48785,436.3825,374.5821,348.2463,358.0124
324,427.62146,122.73569,429.24707,118.21083,422.70245,118.36737,427.92868,119.84394,410.36328,120.23122,426.31107,145.06238,401.83347,149.4555,432.2475,181.88043,409.0096,192.4338,451.40866,196.79971,433.137,210.0442,429.63812,232.02066,407.17847,234.67776,445.28918,297.71176,401.39706,307.40063,437.20358,374.5,353.4743,355.13553
325,429.26675,115.55025,432.47156,111.26235,424.45944,110.79397,434.25702,114.24721,413.75546,113.193756,433.87988,141.45474,403.4126,145.68626,438.2403,176.99274,400.44635,192.35431,454.3882,195.172,420.8738,225.34062,435.4822,227.286,411.2236,230.40242,448.98166,293.937,414.33472,306.99313,436.6171,374.59302,359.02963,351.09555
326,789.82654,141.41956,792.4629,137.51892,785.80804,137.5377,794.04175,138.10655,775.71375,137.68863,796.54877,159.7355,766.0406,160.56224,799.10315,187.89459,759.8209,190.50552,800.8272,211.49655,766.97986,219.23053,794.4098,220.83542,773.5403,221.90239,793.4845,266.4895,772.399,268.4622,806.16296,307.05292,771.1832,310.94714
327,430.11963,113.61301,434.0286,109.585175,425.02374,109.47499,439.02054,113.520874,415.90613,113.225105,444.95038,143.3751,404.19595,143.7385,449.26178,181.94962,390.9573,188.10184,459.83252,203.70102,405.5425,227.59593,443.60626,233.45392,416.01434,234.23804,449.43076,301.72058,418.57037,306.9427,435.38644,375.74893,374.0813,356.6405
328,434.56714,114.56128,438.91083,110.61202,430.23846,109.59056,443.4947,113.01678,420.5757,110.35192,449.16547,142.617,404.56158,141.25032,455.9232,184.9653,384.58755,183.05049,464.23883,222.03914,399.14505,222.2716,443.6677,230.37363,415.13455,230.7808,448.83426,301.041,423.57123,303.70172,432.57675,373.80737,386.4246,360.07858
329,436.5792,123.93902,441.4494,119.158066,431.80704,118.75276,446.45062,117.32131,421.43262,115.76621,452.2668,141.87895,406.49036,141.86603,459.56702,182.71687,381.12854,178.56313,463.69684,223.39903,392.75763,219.8118,448.86792,229.56873,419.70676,229.92789,448.9307,298.2728,426.0348,301.35562,435.2727,370.52545,399.66895,363.77853
330,439.3872,122.11144,443.51868,117.43791,435.02988,117.07677,448.42834,116.07313,425.80136,114.8393,456.53143,140.62349,409.5239,141.15605,463.09055,183.1408,380.93976,175.90643,463.31485,221.52142,392.58923,216.96973,453.1351,232.20776,424.3362,233.0723,448.72116,304.28882,432.0923,302.72696,435.3906,375.54727,409.50702,370.97992
331,444.5883,120.87437,449.50317,116.14659,440.12448,115.080284,454.13504,115.33821,429.73538,112.30464,460.57663,141.17194,411.59378,142.03688,466.70358,182.89172,381.88724,175.81664,464.78864,220.18265,395.21902,215.53537,455.91782,231.53087,425.9389,232.46085,451.09726,301.47925,437.62012,298.59616,436.8373,371.15247,420.1175,371.41754
332,445.05374,117.67183,450.61053,112.92644,440.22433,112.35032,457.76297,113.20314,431.5809,111.585175,464.6095,139.02295,415.98633,142.64732,467.897,179.9107,385.2481,174.97078,463.98175,218.76688,398.9462,214.25592,455.16367,228.15233,426.6293,230.59839,448.5759,292.27182,440.94888,293.636,424.51736,347.1447,433.866,366.68567
333,452.62158,123.71454,457.2921,118.60132,447.73682,118.37143,461.69498,115.77747,436.58774,114.834816,467.37738,137.8518,418.651,142.5947,469.66727,178.88034,387.8261,174.95862,464.71307,216.3528,399.41867,212.72214,458.69028,228.38455,429.4559,231.26814,453.5462,292.6872,442.85794,294.60962,429.86044,349.74268,443.66788,376.70676
334,454.2512,119.29452,459.08173,114.494026,449.60864,113.87951,464.01956,114.04008,439.4045,112.30278,470.40695,138.95662,420.78308,141.2946,471.28082,182.67235,389.35922,175.1333,465.3775,222.59344,402.02185,212.18848,460.51398,229.1677,430.70627,230.56517,452.45334,295.2577,444.35092,293.7046,436.00894,362.5095,452.00214,374.2925
335,793.1564,141.18666,795.40845,137.40892,789.6141,137.41504,796.1203,137.23068,779.97314,136.66249,799.18304,157.44109,768.53,157.9491,801.61725,185.27715,762.27783,187.71394,803.5045,206.69928,770.2061,214.64478,797.4242,218.29459,777.34796,219.06711,794.4774,263.74335,779.36035,263.89,802.9812,305.2379,780.01874,306.27863
336,458.9839,113.418175,464.20703,109.155655,454.30472,108.11821,469.544,112.84342,445.4127,110.31834,476.34048,140.63882,426.4198,142.17476,473.97137,181.51556,392.09418,173.94875,466.27307,220.3901,408.15924,208.12793,464.986,233.21269,434.65234,234.31728,455.13962,302.75513,446.31244,301.51157,435.5413,366.03372,463.79306,380.95093
337,460.83728,113.561134,466.13492,109.04867,456.08148,107.89541,471.1594,112.39781,446.83362,109.64687,476.85165,140.4407,428.65756,143.24345,472.11588,180.4397,392.73846,176.23619,464.34537,219.33098,412.92807,210.93457,466.36337,234.10097,437.53674,235.66907,454.77222,305.76013,450.02115,305.35898,436.73624,372.1617,468.30203,382.92386
338,461.80505,113.759285,467.1742,109.279724,457.04388,108.0878,472.32507,112.90078,447.80304,110.06684,477.90543,140.85593,429.18393,144.32716,473.95584,180.25443,395.16998,176.94254,467.4043,218.50438,412.9812,211.87926,468.62064,235.47804,439.61853,237.40352,457.59747,306.57202,453.8496,306.67053,437.48297,371.19333,470.82834,385.09833
339,462.32083,114.3042,467.348,109.64987,457.43967,108.853065,472.5799,112.54245,448.02496,110.76471,479.96545,140.54425,429.55295,144.5768,479.28113,181.12846,396.52658,179.96167,475.21844,219.59776,415.75333,212.69188,471.342,236.51157,443.58057,239.2607,459.0622,307.86685,458.8994,309.9598,437.90244,368.85498,473.90198,387.74796
340,792.5609,141.73128,794.7943,138.03221,789.175,138.05843,795.76483,137.99863,780.2091,137.57527,799.4573,158.55635,768.95435,159.58994,802.40424,185.64604,762.52325,189.04231,804.52814,205.50874,769.4112,215.78569,797.3508,219.6189,777.374,220.5211,794.8546,265.51663,779.6185,265.84763,803.5978,307.0288,779.7909,308.39218
341,463.8011,114.58371,468.51468,110.081604,459.16327,109.42136,473.45145,112.6707,450.16086,111.259514,481.57123,139.22308,432.3775,144.53183,483.19476,180.97374,400.9733,181.70265,481.21542,220.91489,422.74323,213.09828,474.5902,234.55656,448.23807,237.64314,461.63367,305.8384,465.09244,309.28156,440.49887,365.2613,474.37836,390.08585
342,792.59906,142.16718,794.99133,138.41393,789.01807,138.4638,796.24475,138.44595,779.7508,138.05534,799.619,159.19946,768.86005,160.26274,802.58954,186.07672,762.64136,189.69186,804.60516,205.65015,769.50134,216.80573,797.5791,219.71896,777.4027,220.62778,795.27155,265.4851,779.25287,265.884,804.17377,307.30225,779.12335,308.7593
343,468.65137,113.21665,472.38632,108.71009,463.5921,108.44265,475.13947,111.64179,453.08865,111.134384,482.52457,137.53331,436.71445,144.1551,485.48883,176.0692,405.84653,182.8954,483.6131,207.17747,430.1987,214.16928,479.77454,225.7904,452.5611,230.93213,466.1144,279.07047,466.65332,296.27588,433.64313,331.73526,475.00354,392.25217
344,471.82953,113.25027,476.03317,108.95719,467.11438,108.10793,478.61017,112.395195,456.63663,110.52708,484.32605,138.27202,439.7259,144.78015,484.89368,178.16107,409.06046,181.89845,482.82935,218.0374,433.83957,216.32063,481.23892,225.80223,454.17938,230.25674,472.59338,282.54822,466.98175,295.03864,448.1247,335.67368,474.56158,388.29926
345,793.77094,141.0812,796.249,137.40186,790.18506,137.4219,797.6844,137.40651,781.1826,137.01732,800.7239,157.4471,770.8156,158.6436,803.5947,184.13907,763.1213,187.67863,806.38367,202.77205,770.06903,215.30626,798.96893,217.61624,780.2252,218.53006,793.58606,263.0518,784.76416,262.7328,801.30676,304.64185,788.49133,304.78696
346,476.52243,121.21751,480.89203,115.77798,471.15173,116.11545,485.3601,115.65939,461.0746,116.48037,491.51352,138.57008,448.61163,144.50102,490.10413,181.26517,419.28305,181.20102,491.0975,219.70421,436.81674,219.95528,484.1697,220.02078,459.76746,225.2539,475.19894,268.2164,474.60065,290.19272,436.59418,300.178,471.62585,376.79578
347,478.78372,118.55104,483.4456,113.684494,473.70493,113.983826,489.16418,114.560776,464.93295,115.20807,493.65112,139.84933,451.6309,145.15326,492.79337,181.89153,421.49835,181.54077,494.16016,219.24799,439.12723,219.78174,492.31158,226.50305,467.3373,229.25478,484.588,288.59192,476.2367,291.5027,462.51102,338.9325,476.5709,363.762
348,482.16754,118.17915,486.4881,112.94447,476.84543,113.07089,491.406,112.56968,467.1886,112.8138,495.18222,137.85493,453.24747,143.37094,496.4601,180.35762,426.3915,180.83905,497.39368,219.3825,443.54752,220.61551,498.27505,223.66312,470.3235,232.48543,510.1938,272.1119,477.85452,303.99072,498.59525,298.616,478.10516,381.37552
349,482.83234,120.893776,487.2406,115.54017,477.2344,115.745224,492.49615,113.96887,467.07278,114.34651,497.04236,136.84747,455.68158,143.28084,497.63107,180.24509,426.47766,182.96133,498.74298,216.86429,448.3539,220.79468,502.5278,229.74586,473.6243,234.29515,512.62897,294.54208,478.24384,298.9116,490.76614,357.02197,477.6855,382.79745
